Entity,Code,Year,Oil Consumption - EJ,Gas Consumption - EJ,Coal Consumption - EJ,Solar Consumption - EJ,Hydro Consumption - EJ,Nuclear Consumption - EJ,Wind Consumption - EJ,Geo Biomass Other - EJ,Biofuels (TWh)
Africa,,1988,1088.385227,358.4448274,890.1615169,0,148.8708312,29.14724554,0,1.73889028,0
Africa,,1989,1128.545317,371.4713383,835.6215303,0,156.3229439,30.83058022,0,1.71389026,0
Africa,,1990,1146.36927,398.6457033,877.8105638,0,159.040847,23.46946322,0,2.127033211,0
Africa,,1991,1154.305746,401.6359143,853.1952511,0,168.4764915,25.40002032,0,2.18889064,0
Africa,,1992,1180.937642,421.2705944,858.3014348,0,160.723161,25.80002143,0,2.289585165,0
Africa,,1993,1194.689318,412.6443075,871.6159037,0,157.451535,20.15279405,0.00555556,2.543613146,0
Africa,,1994,1222.243952,431.8282978,894.1694461,0,159.9891518,26.93613225,0.015000012,2.28055738,0
Africa,,1995,1264.993981,461.2438667,921.8035775,0,166.0247908,31.3916902,0.017500014,2.835280046,0
Africa,,1996,1296.461667,484.1921355,934.5525862,0,173.1014126,32.70835974,0.019722238,3.500261378,0
Africa,,1997,1331.621451,474.4759157,958.3221658,0,177.3681907,35.13058331,0.020000016,3.857337553,0
Africa,,1998,1363.818221,499.3373938,936.3080278,0,185.1526145,37.78058425,0.021111128,4.762640715,0
Africa,,1999,1412.79453,504.0200107,965.4813924,0,196.3453274,35.65836152,0.055000044,4.711461544,0
Africa,,2000,1420.643833,556.8228017,963.2746857,0.036502807,209.0163245,36.13891806,0.48888928,6.302958259,0
Africa,,2001,1438.969439,642.666668,975.5884425,0.045149387,223.1641315,29.58167853,1.148273646,6.444971834,0
Africa,,2002,1465.110139,681.2646712,934.1016747,0.053388296,233.5622769,32.87857314,1.21902162,6.269166306,0
Africa,,2003,1504.262012,723.7250415,1016.713455,0.062739341,225.7748961,34.49858318,1.474421532,7.14436469,0
Africa,,2004,1575.878087,787.8948484,1118.290894,0.074337188,236.6073513,36.17950125,2.082448893,8.077984169,0
Africa,,2005,1655.326461,817.358242,1038.032078,0.087087439,239.5757425,30.37583455,2.104510527,8.109436867,0
Africa,,2006,1666.699449,853.0114709,1052.766851,0.108674484,246.5551345,26.7990765,2.278872154,10.09119204,0
Africa,,2007,1722.461698,908.0621422,1070.184569,0.141666673,253.2485699,30.06080494,2.699345469,8.358827,0
Africa,,2008,1819.186532,947.7864318,1179.484853,0.198330506,256.4710992,34.32735576,3.463827031,8.635748213,0.008
Africa,,2009,1885.540243,955.7643823,1174.428484,0.257500169,261.7192414,33.59601307,4.170593764,9.346655198,0.031
Africa,,2010,1979.924263,989.168442,1164.144012,0.557508538,280.1008613,35.26981318,5.955695161,9.985010302,0.039
Africa,,2011,1926.235447,1072.084081,1144.634314,1.173377481,286.2139419,33.43508772,6.575773549,10.18356949,0.055
Africa,,2012,2031.104403,1151.075127,1116.086838,1.419609641,285.7864565,33.40099284,7.628707783,10.53472777,0.039
Africa,,2013,2103.639425,1166.300127,1130.63884,2.110531565,301.2710827,36.11478375,9.113912885,11.36432456,0.055
Africa,,2014,2138.874361,1198.923562,1184.463049,4.660518533,314.8738314,35.10451825,13.12696727,14.13119311,0.212
Africa,,2015,2187.326884,1284.604191,1118.523999,9.096297137,303.2094597,30.95672119,22.48526602,18.05236127,0.366
Africa,,2016,2206.988723,1320.228669,1187.140553,12.42135056,291.2163941,40.01903542,28.4318203,18.12372482,0.481
Africa,,2017,2219.69907,1400.887204,1182.550209,17.4601406,309.5393093,39.39087401,31.14547266,18.92754727,0.639
Africa,,2018,2242.792383,1488.131024,1223.711994,24.48156762,324.0636041,27.56394881,35.51063104,20.03102003,0.816
Africa,,2019,2299.624019,1501.279125,1242.330804,47.98410657,328.6803396,35.19744721,43.35376294,20.26598426,0.972
Algeria,DZA,1965,15.40526427,7.430505944,0.814100651,0,1.111112,0,0,0,0
Algeria,DZA,1966,20.2727215,7.719256175,0.790840633,0,0.9861119,0,0,0,0
Algeria,DZA,1967,18.94204626,7.488255991,0.604760484,0,1.1388898,0,0,0,0
Algeria,DZA,1968,20.16731752,7.873256299,0.639650512,0,1.56389014,0,0,0,0
Algeria,DZA,1969,21.30594704,10.35169578,0.814100651,0,1.00277858,0,0,0,0
Algeria,DZA,1970,24.34770031,9.730882785,0.965290772,0,1.6111124,0,0,0,0
Algeria,DZA,1971,27.44007223,11.04950884,0.267490214,0,0.9166674,0,0,0,0
Algeria,DZA,1972,30.12143826,12.83013526,0.232600186,0,1.3750011,0,0,0,0
Algeria,DZA,1973,32.90037132,17.85920179,0.267490214,0,2.08889056,0,0,0,0
Algeria,DZA,1974,36.54387007,20.67451654,0.220970177,0,1.38055666,0,0,0,0
Algeria,DZA,1975,40.6307,28.49002279,0.279120223,0,0.91111184,0,0,0,0
Algeria,DZA,1976,46.71776987,33.68752695,0.546610437,0,1.08055642,0,0,0,0
Algeria,DZA,1977,52.80653586,35.90127872,0.709430568,0,0.74722282,0,0,0,0
Algeria,DZA,1978,54.60798841,57.65379612,0.360530288,0,0.694445,0,0,0,0
Algeria,DZA,1979,65.31866948,81.52381522,0.83736067,0,0.80833398,0,0,0,0
Algeria,DZA,1980,66.20248296,109.4363375,0.744320595,0,0.71388946,0,0,0,0
Algeria,DZA,1981,71.32312984,142.2576138,0.523350419,0,1.01666748,0,0,0,0
Algeria,DZA,1982,75.57347824,161.4113791,9.711057769,0,1.33055662,0,0,0,0
Algeria,DZA,1983,84.89248903,176.7151414,8.664356931,0,0.6527783,0,0,0,0
Algeria,DZA,1984,94.00208159,155.2513742,9.606387685,0,1.25555656,0,0,0,0
Algeria,DZA,1985,96.5538803,153.807623,10.02506802,0,1.79444588,0,0,0,0
Algeria,DZA,1986,98.02133258,168.4376348,10.29255823,0,0.694445,0,0,0,0
Algeria,DZA,1987,99.10060317,172.2876378,12.30454984,0,1.38611222,0,0,0,0
Algeria,DZA,1988,99.17267795,194.1364053,11.57185926,0,0.50833374,0,0,0,0
Algeria,DZA,1989,103.9367443,182.6826461,9.780837825,0,0.62777828,0,0,0,0
Algeria,DZA,1990,111.8117053,195.0989061,7.664176131,0,0.3750003,0,0,0,0
Algeria,DZA,1991,110.6278746,192.6926542,7.908406327,0,0.81388954,0,0,0,0
Algeria,DZA,1992,111.2927446,198.9489092,9.397047518,0,0.55277822,0,0,0,0
Algeria,DZA,1993,110.7549653,178.5438928,7.652546122,0,0.98055634,0,0,0,0
Algeria,DZA,1994,106.0509807,188.1689005,7.210605768,0,0.46111148,0,0,0,0
Algeria,DZA,1995,103.1423653,202.2214118,7.210605768,0,0.53611154,0,0,0,0
Algeria,DZA,1996,98.42215846,207.7076662,3.395962717,0,0.3750003,0,0,0,0
Algeria,DZA,1997,97.64349756,194.0401552,5.954564764,0,0.2083335,0,0,0,0
Algeria,DZA,1998,100.6588286,200.6814105,6.373245099,0,0.5972227,0,0,0,0
Algeria,DZA,1999,98.89842495,205.1089141,6.826815461,0,0.56388934,0,0,0,0
Algeria,DZA,2000,103.1325622,191.0130903,5.640554512,0,0.15000012,0,0,0,0
Algeria,DZA,2001,106.7754193,197.3222829,6.51280521,0,0.19042223,0,0,0,0
Algeria,DZA,2002,118.3973244,194.8390309,8.548056838,0,0.156290448,0,0,0,0
Algeria,DZA,2003,123.1742166,205.9318522,7.047785638,0,0.721955706,0,0,0,0
Algeria,DZA,2004,128.7469333,211.899357,8.408496727,0,0.679459142,0,0,0,0
Algeria,DZA,2005,134.2134923,223.5600538,6.908225527,0,1.493687904,0,0,0,0
Algeria,DZA,2006,139.8458326,228.4976828,10.25766821,0,0.581635685,0,0,0,0
Algeria,DZA,2007,156.3901216,233.8070016,8.803917043,0,0.60031298,0,0,0,0
Algeria,DZA,2008,169.9160323,244.0420702,8.803917043,0,0.747050287,0,0,0,0
Algeria,DZA,2009,180.1345736,262.1178347,5.652184522,0,0.89722294,0,0,0,0
Algeria,DZA,2010,180.048999,253.2724526,3.605302884,0.023727013,0.45107398,0,0,0,0
Algeria,DZA,2011,192.2278068,267.9698394,3.198252559,0.046954115,0.979573954,0,0,0,0
Algeria,DZA,2012,204.3954313,298.740989,3.395962717,0.06883206,1.001970499,0,0,0,0
Algeria,DZA,2013,213.5765559,321.215382,1.83754147,0.07322295,0.253464058,0,0,0,0
Algeria,DZA,2014,221.9253303,360.9185387,2.081771665,0.152694733,0.491168058,0,0.002544912,0,0
Algeria,DZA,2015,236.1486722,379.2253034,1.546791237,0.146726308,0.36681577,0,0.048065515,0,0
Algeria,DZA,2016,229.4412229,385.9628088,0.569870456,0.616124753,0.181065234,0,0.04791201,0,0
Algeria,DZA,2017,225.3224958,394.6253157,2.116661693,1.260001008,0.140000112,0,0.047500038,0,0
Algeria,DZA,2018,230.3539722,434.0878473,5.815004652,1.498685409,0.290789706,0,0.024853821,0,0
Algeria,DZA,2019,244.9271739,452.3753619,5.815004652,1.522874358,0.375147098,0,0.024762185,0,0
Angola,AGO,1965,,,,,,,,,0
Angola,AGO,1966,,,,,,,,,0
Angola,AGO,1967,,,,,,,,,0
Angola,AGO,1968,,,,,,,,,0
Angola,AGO,1969,,,,,,,,,0
Angola,AGO,1970,,,,,,,,,0
Angola,AGO,1971,,,,,,,,,0
Angola,AGO,1972,,,,,,,,,0
Angola,AGO,1973,,,,,,,,,0
Angola,AGO,1974,,,,,,,,,0
Angola,AGO,1975,,,,,,,,,0
Angola,AGO,1976,,,,,,,,,0
Angola,AGO,1977,,,,,,,,,0
Angola,AGO,1978,,,,,,,,,0
Angola,AGO,1979,,,,,,,,,0
Angola,AGO,1980,,,,,,,,,0
Angola,AGO,1981,,,,,,,,,0
Angola,AGO,1982,,,,,,,,,0
Angola,AGO,1983,,,,,,,,,0
Angola,AGO,1984,,,,,,,,,0
Angola,AGO,1985,,,,,,,,,0
Angola,AGO,1986,,,,,,,,,0
Angola,AGO,1987,,,,,,,,,0
Angola,AGO,1988,,,,,,,,,0
Angola,AGO,1989,,,,,,,,,0
Angola,AGO,1990,,,,,,,,,0
Angola,AGO,1991,,,,,,,,,0
Angola,AGO,1992,,,,,,,,,0
Angola,AGO,1993,,,,,,,,,0
Angola,AGO,1994,,,,,,,,,0
Angola,AGO,1995,,,,,,,,,0
Angola,AGO,1996,,,,,,,,,0
Angola,AGO,1997,,,,,,,,,0
Angola,AGO,1998,,,,,,,,,0
Angola,AGO,1999,,,,,,,,,0
Angola,AGO,2000,,,,,,,,,0
Angola,AGO,2001,,,,,,,,,0
Angola,AGO,2002,,,,,,,,,0
Angola,AGO,2003,,,,,,,,,0
Angola,AGO,2004,,,,,,,,,0
Angola,AGO,2005,,,,,,,,,0
Angola,AGO,2006,,,,,,,,,0
Angola,AGO,2007,,,,,,,,,0
Angola,AGO,2008,,,,,,,,,0
Angola,AGO,2009,,,,,,,,,0
Angola,AGO,2010,,,,,,,,,0
Angola,AGO,2011,,,,,,,,,0
Angola,AGO,2012,,,,,,,,,0
Angola,AGO,2013,,,,,,,,,0
Angola,AGO,2014,,,,,,,,,0
Angola,AGO,2015,,,,,,,,,0
Angola,AGO,2016,,,,,,,,,0
Angola,AGO,2017,,,,,,,,,0
Angola,AGO,2018,,,,,,,,,0
Angola,AGO,2019,,,,,,,,,0
Argentina,ARG,1965,260.1395019,41.23403299,8.455055951,0,3.4027805,0,0,0,0
Argentina,ARG,1966,268.5650169,44.65723573,6.971823876,0,3.44722498,0,0,0,0
Argentina,ARG,1967,275.1868465,46.69948736,7.840403261,0,3.53055838,0,0,0,0
Argentina,ARG,1968,281.0077021,51.9996166,7.619041371,0,4.16111444,0,0,0,0
Argentina,ARG,1969,291.9819875,51.80511644,9.122177294,0,3.73333632,0,0,0,0
Argentina,ARG,1970,262.1600118,58.54454684,11.72260776,0,4.3194479,0,0,0.132058415,0
Argentina,ARG,1971,279.975334,63.20282556,10.27755025,0,4.28889232,0,0,0.138512927,0
Argentina,ARG,1972,280.357476,70.92448174,8.65130182,0,4.17778112,0,0,0.178758898,0
Argentina,ARG,1973,281.3181303,80.70783957,9.496529576,0,8.31667332,0,0,0.136229093,0
Argentina,ARG,1974,282.3041956,85.42446834,11.82593132,0,13.96667784,2.87778008,0,0.139076976,0
Argentina,ARG,1975,265.9404794,87.52507002,11.5109495,0,14.44723378,6.99167226,0,0.152563015,0
Argentina,ARG,1976,276.2619241,98.51432881,11.64259452,0,13.92501114,7.14445016,0,0.13945231,0
Argentina,ARG,1977,291.2398785,102.8905823,11.00851189,0,16.01667948,4.54722586,0,0.149597641,0
Argentina,ARG,1978,291.2292652,100.0703301,13.41920609,0,21.53335056,8.04445088,0,0.150379737,0
Argentina,ARG,1979,308.0488837,102.8905823,12.50168383,0,29.6111348,7.47778376,0,0.234427308,0
Argentina,ARG,1980,288.2585562,112.1293397,11.14459854,0,42.06670032,6.5000052,0,0.23958788,0
Argentina,ARG,1981,267.2339266,117.1863437,10.56047566,0,40.7916993,7.82222848,0,0.207562666,0
Argentina,ARG,1982,256.3212353,133.1353565,10.66608468,0,48.86948354,5.1944486,0,0.266423728,0
Argentina,ARG,1983,260.9381168,143.1521145,9.679970969,0,51.16392982,9.4583409,0,0.381430261,0
Argentina,ARG,1984,245.9879571,152.3908719,7.185229442,0,55.2222664,12.89167698,0,0.270535749,0
Argentina,ARG,1985,222.503863,155.6973746,10.59961424,0,57.35004588,16.01667948,0,0.287004714,0
Argentina,ARG,1986,255.5806467,168.2426346,12.10935902,0,58.35838002,15.86390158,0,0.297441685,0
Argentina,ARG,1987,272.7832099,168.3398847,13.43968353,0,60.66949298,17.9583477,0,0.300435861,0
Argentina,ARG,1988,272.0294821,196.6396573,13.77236066,0,41.75836674,16.10556844,0,0.336433734,0
Argentina,ARG,1989,246.7898594,206.5591652,14.9027801,0,36.0139177,13.99723342,0,0.331602787,0
Argentina,ARG,1990,233.4432762,197.3204079,12.266142,0,49.65559528,20.22501618,0,0.296564914,0
Argentina,ARG,1991,240.502528,200.9186607,10.79402111,0,45.05836938,21.54446168,0,0.276668011,0
Argentina,ARG,1992,254.0441163,217.2566738,12.16817337,0,54.94185091,19.66946018,0,0.282959933,0
Argentina,ARG,1993,251.6276707,229.4129335,8.069993676,0,65.43192664,21.527795,0,0.298440246,0
Argentina,ARG,1994,243.2391068,235.8314387,7.065112642,0,77.70225071,22.8750183,0,0.331361481,0
Argentina,ARG,1995,241.9013796,262.47796,7.414158346,0,79.05039994,19.62779348,0,0.321090416,0
Argentina,ARG,1996,251.4243836,301.1834909,7.766822358,0,72.07000715,20.71946102,0.026716688,0.976104926,0
Argentina,ARG,1997,251.7290033,277.551722,6.127718919,0,91.74996117,22.11390658,0.040533366,1.237867796,0
Argentina,ARG,1998,257.2920069,296.7099874,8.237415952,4.72E-05,90.06059393,20.70279434,0.090391739,1.288559928,0
Argentina,ARG,1999,239.5657064,314.7012518,9.88547745,7.22E-05,73.69469981,19.73890468,0.096613966,1.806821287,0
Argentina,ARG,2000,241.9768583,322.9675084,7.512653313,0.0001,94.53899258,17.15834706,0.096550077,1.87504125,0
Argentina,ARG,2001,233.1144884,302.3504919,6.156857206,0.000118669,115.6422134,19.48102208,0.136223648,1.681582426,0
Argentina,ARG,2002,214.8736377,294.3759855,4.586300161,0.000128871,113.7000682,15.96081922,0.201271935,2.331328775,0
Argentina,ARG,2003,221.1440691,336.290769,5.593869108,0.000177083,106.468254,20.61251649,0.212374849,2.762719773,0
Argentina,ARG,2004,232.6474706,368.0915445,9.519827036,0.000189491,95.83589504,21.30145016,0.19611194,2.437106493,0
Argentina,ARG,2005,247.2870345,392.8903143,10.96165372,0.00021788,105.8468482,18.48751479,0.192916975,2.889122456,0
Argentina,ARG,2006,259.9603577,406.5053252,9.923828516,0.000240566,116.6051247,20.63790959,0.186144803,4.189622117,0
Argentina,ARG,2007,288.7591254,427.1223417,14.36037259,0.000289266,100.2496114,19.26845291,0.163606537,4.185479572,0
Argentina,ARG,2008,296.9553909,431.8875955,17.51608275,0.000379333,98.19619657,19.5183386,0.110740512,4.470518875,0
Argentina,ARG,2009,290.8214024,418.3559174,9.620945754,0.000199603,106.9925239,21.46776409,0.096626001,4.53532072,0
Argentina,ARG,2010,326.2937359,420.8745023,13.47209083,0.000223946,105.7103606,18.79909479,0.066100867,5.249288214,5.962
Argentina,ARG,2011,326.7535059,438.3982376,14.61865696,0.004182625,102.7282834,16.58537912,0.068908493,5.675842815,8.8
Argentina,ARG,2012,339.7310857,456.6424587,13.66919152,0.021051598,94.98371235,16.49001319,0.952675609,6.320454659,10.877
Argentina,ARG,2013,364.1897226,460.2772579,14.93931468,0.038593305,104.2018906,15.89142838,1.160698653,6.291413294,12.06
Argentina,ARG,2014,357.0728816,461.5501599,15.89172931,0.04057608,103.9952928,14.03264596,1.576550213,5.858452185,14.111
Argentina,ARG,2015,367.2905991,466.5260559,15.81414193,0.037144524,105.6705161,17.80700829,1.500997387,6.016432814,15.394
Argentina,ARG,2016,359.373627,482.1004976,12.1886511,0.035893668,96.20195353,20.83507584,1.376495628,4.937570063,16.339
Argentina,ARG,2017,349.8949528,483.0006719,12.5252982,0.041042533,103.8575295,15.22001218,1.528918723,5.959141037,18.784
Argentina,ARG,2018,334.3119396,487.0427864,13.70915863,0.268744367,103.5108588,17.07954583,3.511206172,6.194286184,17.946
Argentina,ARG,2019,329.3280383,474.9063305,6.347707313,1.980226741,91.78546271,20.90398373,12.37110432,5.936273206,18.322
Asia Pacific,,1965,1896.863762,56.23201274,2780.733673,0,433.582443,0.0694445,0,4.56667032,
Asia Pacific,,1966,2185.889383,62.38930297,2931.514539,0,450.8665474,1.62222352,0,4.56389254,
Asia Pacific,,1967,2547.589515,71.39156915,2854.300957,0,424.6301936,1.74722362,0,3.95555872,
Asia Pacific,,1968,2913.305789,77.81809283,2896.735465,0,467.3590378,2.90000232,0,4.38055906,
Asia Pacific,,1969,3384.457047,102.6005065,3250.190457,0,483.7887298,5.018841793,0,4.46667024,
Asia Pacific,,1970,3935.244601,142.3248392,3631.141493,0,501.9726527,16.35874198,0,4.935292837,
Asia Pacific,,1971,4375.889017,169.5510449,3886.855492,0,553.5617756,25.08580174,0,4.873923344,
Asia Pacific,,1972,4712.240496,196.4154211,4036.59447,0,569.7671586,29.46376524,0,4.959978968,
Asia Pacific,,1973,5360.955722,242.4116548,4134.179707,0,538.9216089,33.44570231,0,5.097220744,
Asia Pacific,,1974,5326.23544,302.3092246,4234.739666,0,605.2910661,61.18900395,0,6.934086395,
Asia Pacific,,1975,5301.163185,351.2121118,4557.454874,0,645.6789898,77.43974584,0,7.373156922,
Asia Pacific,,1976,5637.92854,405.9987007,4665.684591,0,647.9265458,103.4782194,0,7.186296246,
Asia Pacific,,1977,5927.30963,499.7694462,4975.582086,0,630.6624879,94.46738168,0,7.284571032,
Asia Pacific,,1978,6290.381023,599.5769289,5219.299837,0,658.462775,185.3836094,0,8.104093618,
Asia Pacific,,1979,6454.759902,685.3542531,5472.167407,0,713.8391118,228.5380667,0,10.31367609,
Asia Pacific,,1980,6120.766822,735.6373523,5784.010442,0,759.5762154,268.8753562,0,14.37065916,
Asia Pacific,,1981,5946.557587,743.7023211,5975.040862,0,804.8053387,288.9423628,0,19.64436411,
Asia Pacific,,1982,5759.956159,773.5677711,6184.445752,0,785.1872599,337.9209803,0,44.31085421,
Asia Pacific,,1983,5844.769129,854.2517077,6546.710794,0,831.504473,404.1938295,0,50.18839172,
Asia Pacific,,1984,6067.43106,999.3948512,7113.74257,0,831.6859265,486.1553656,0,54.83931446,
Asia Pacific,,1985,6052.280445,1086.031522,7675.244762,0,889.0135263,583.185956,0,57.75417818,
Asia Pacific,,1986,6292.259779,1185.670051,7970.284647,0,911.5537909,628.2451693,0,60.24974278,
Asia Pacific,,1987,6495.954181,1258.65153,8544.240197,0,908.0320632,740.7600793,0,61.13824318,
Asia Pacific,,1988,7056.151597,1342.359099,9155.210377,0,1004.962642,697.0005259,0,66.18534386,
Asia Pacific,,1989,7489.242416,1409.275932,9567.97721,0,1077.899556,737.7686008,0,72.89822229,
Asia Pacific,,1990,7912.113545,1520.21536,9773.020984,0.01111112,1109.088506,797.6075959,0.089786828,62.03916624,
Asia Pacific,,1991,8254.782857,1667.963992,10173.43039,0.026250021,1140.346113,850.3561303,0.338891685,63.43963949,
Asia Pacific,,1992,8812.809731,1781.34186,10526.22973,0.076666728,1115.347143,873.2395447,0.61242838,63.90653514,
Asia Pacific,,1993,9199.422255,1866.596796,11078.73089,0.119722318,1223.020202,967.8613087,0.866213656,63.60703404,
Asia Pacific,,1994,9743.608003,2031.996302,11631.3972,0.148333452,1231.384867,1033.496765,1.621079299,73.2527797,
Asia Pacific,,1995,10339.71633,2128.488298,11906.26018,0.196278215,1342.874496,1139.44999,3.115561696,85.83934289,
Asia Pacific,,1996,10842.4716,2323.767471,12427.71913,0.272668568,1315.027276,1197.999597,2.75334961,87.37791426,
Asia Pacific,,1997,11367.99755,2510.77301,12484.57437,0.408376582,1321.93069,1276.258377,3.372086146,97.04959893,
Asia Pacific,,1998,11111.12712,2567.839912,12472.00818,0.56366394,1407.429722,1328.755883,4.137642662,104.2830053,
Asia Pacific,,1999,11630.26964,2772.940859,12901.1251,0.795185653,1389.564904,1351.309232,5.703474025,114.452022,
Asia Pacific,,2000,11970.24719,2984.311635,13338.96383,1.190235469,1449.034689,1388.999098,7.122080641,123.9113904,
Asia Pacific,,2001,12044.97166,3166.688855,13952.16668,1.679321026,1574.330294,1398.09644,9.707144146,124.8624906,
Asia Pacific,,2002,12432.10758,3313.44902,15020.01606,2.273371855,1587.329348,1423.859914,11.15149686,129.074343,
Asia Pacific,,2003,12948.00836,3588.461291,17174.18945,3.04194159,1619.233335,1258.734977,14.55047471,134.1599321,
Asia Pacific,,2004,13668.19165,3802.30243,19310.84447,3.962478525,1892.608355,1435.284195,24.86845744,143.5405591,
Asia Pacific,,2005,13777.95709,4084.803569,21956.43993,4.983103507,1957.891701,1487.883409,32.33013525,161.9094351,
Asia Pacific,,2006,14100.5526,4395.19063,23641.98316,6.124035129,2142.902327,1518.02025,49.63631664,172.4058877,
Asia Pacific,,2007,14570.98058,4733.987712,25612.19353,7.324549287,2263.586234,1447.032325,65.4793004,188.9472637,
Asia Pacific,,2008,14508.83143,5037.318016,26319.32887,8.875750246,2633.882824,1396.167225,95.37241243,208.6353269,
Asia Pacific,,2009,14626.58094,5156.501777,27179.0238,11.56568429,2539.733709,1451.829684,143.974151,230.8623422,
Asia Pacific,,2010,15547.92933,5776.645804,28418.54105,17.67393865,2862.069273,1519.950922,212.5662814,255.8243948,
Asia Pacific,,2011,16041.56694,6232.018528,30509.34805,31.73559177,2896.689764,1252.019379,294.4734424,271.1544056,
Asia Pacific,,2012,16715.74733,6643.879218,31166.25638,45.39589202,3250.589743,883.2633218,380.6209573,290.973155,
Asia Pacific,,2013,16992.07482,6885.750872,31994.42227,83.11546235,3547.391704,888.1465039,483.3971292,319.3263599,
Asia Pacific,,2014,17257.41739,7087.819267,32209.80951,160.3643196,3873.021036,944.2993553,546.7452508,358.0847815,
Asia Pacific,,2015,17917.21258,7202.076319,32018.87839,241.9150249,3960.688826,1062.166972,615.5906841,402.8762504,
Asia Pacific,,2016,18579.01114,7375.46822,31891.04915,356.2950706,4081.410462,1176.456506,785.966871,404.0296382,
Asia Pacific,,2017,19117.89227,7761.256475,32300.28243,549.7238695,4179.931142,1233.342098,970.0091188,463.9929691,
Asia Pacific,,2018,19518.71255,8310.342156,33226.55391,778.469705,4252.133175,1377.253248,1152.497884,518.4718817,
Asia Pacific,,2019,19872.05553,8699.249172,33949.59077,975.4365383,4416.723482,1602.935957,1273.419159,589.3966329,
Australia,AUS,1965,181.1176288,0.029475024,202.0279394,0,21.36045042,0,0,0.82222288,0
Australia,AUS,1966,214.0477232,0.039300031,209.3890564,0,20.40291299,0,0,0.78888952,0
Australia,AUS,1967,234.3879542,0.039300031,215.2501722,0,21.12720412,0,0,0.8055562,0
Australia,AUS,1968,255.285192,0.304575244,221.6946218,0,22.08474156,0,0,0.78333396,0
Australia,AUS,1969,262.4483338,4.126503301,229.2779612,0,24.12257763,0,0,0.78055618,0
Australia,AUS,1970,290.1956538,17.30398846,231.6946298,0,28.25193093,0,0,0.72500058,0
Australia,AUS,1971,305.5448092,25.82670002,232.5696305,0,31.96514446,0,0,0.73055614,0
Australia,AUS,1972,311.0336044,37.07429252,242.9307499,0,32.09256567,0,0,0.7777784,0
Australia,AUS,1973,331.8932197,47.06883758,252.9863135,0,34.12735841,0,0,0.93888964,0
Australia,AUS,1974,351.7354447,53.70203316,264.0696557,0,38.53869805,0,0,1.19166762,0
Australia,AUS,1975,348.1047979,57.67001672,272.5418847,0,41.35503753,0,0,1.35833442,0
Australia,AUS,1976,355.8217699,68.07727185,281.7918921,0,39.3163059,0,0,1.34444552,0
Australia,AUS,1977,372.6010556,77.76849987,294.1807909,0,37.62211399,0,0,1.19166762,0
Australia,AUS,1978,375.3143164,83.72544763,301.8613526,0,40.76489206,0,0,1.1250009,0
Australia,AUS,1979,381.8078709,96.37525988,315.5419191,0,39.57240832,0,0,1.16111204,0
Australia,AUS,1980,366.1853894,110.6659676,324.7641487,0,37.40724604,0,0,1.0694453,0
Australia,AUS,1981,354.3436095,119.9444855,333.1391554,0,38.51765248,0,0,1.12222312,0
Australia,AUS,1982,355.9770881,116.9809289,336.6808249,0,35.47317838,0,0,1.43333448,0
